ID_UNIDADE_GESTORA,CODIGOTCE,ESFERA,CODIGOMUNICIPIO,MUNICIPIO,ORGAO,SIGLA,SITUACAO,CNPJ,PODER,UNIFED,TipoPessoaJuridicaPublica,NATUREZA
550,121007,Municipal,P121,Riacho das Almas,Fundo Municipal de Assistência Social de Riacho das Almas,FMAS,Ativa,12014120000127,Poder Executivo,PE,Vinculada,Fundo Público
551,122001,Municipal,P122,Ribeirão,Prefeitura Municipal de Ribeirão,PM,Ativa,11343910000193,Poder Executivo,PE,Não Vinculada,Prefeitura Municipal
552,122002,Municipal,P122,Ribeirão,Câmara Municipal de Ribeirão,,Ativa,11529831000171,Poder Legislativo,PE,Não Vinculada,Câmara Municipal
554,122004,Municipal,P122,Ribeirão,Fundo de Previdência Social dos Servidores do Município de Ribeirão,RIBEIRAOPREV,Ativa,05486834000172,Poder Executivo,PE,Vinculada,Fundo Público
1189,122005,Municipal,P122,Ribeirão,Fundo Municipal de Assistência Social de Ribeirão,FMASR,Ativa,08767884000116,Poder Executivo,PE,Vinculada,Fundo Público
1190,122006,Municipal,P122,Ribeirão,Fundo Municipal de Saúde de Ribeirão,FMSR,Ativa,10395676000185,Poder Executivo,PE,Vinculada,Fundo Público
1571,061007,Municipal,P122,Ribeirão,Consórcio Público dos Municípios da Mata Sul Pernambucana,CONSUL,Ativa,11896703000166,Poder Executivo,PE,Não Vinculada,Consórcio
1601,123005,Municipal,P123,Rio Formoso,Consórcio Intermunicipal Portal da Mata Sul,Portal Sul,Ativa,18538240000100,Poder Executivo,PE,Não Vinculada,Consórcio
1501,123004,Municipal,P123,Rio Formoso,Fundo Municipal de Assistência Social do Rio Formoso,FMAS/RF,Ativa,17650977000157,Poder Executivo,PE,Vinculada,Fundo Público
1065,123003,Municipal,P123,Rio Formoso,Fundo Municipal de Saúde de Rio Formoso,FMSRF,Ativa,11286235000108,Poder Executivo,PE,Vinculada,Fundo Público
555,123001,Municipal,P123,Rio Formoso,Prefeitura Municipal de Rio Formoso,PMRF,Ativa,10291177000148,Poder Executivo,PE,Não Vinculada,Prefeitura Municipal
556,123002,Municipal,P123,Rio Formoso,Câmara Municipal de Rio Formoso,CMV,Ativa,08907305000193,Poder Legislativo,PE,Não Vinculada,Câmara Municipal
557,124001,Municipal,P124,Sairé,Prefeitura Municipal de Sairé,PMS,Ativa,10122307000119,Poder Executivo,PE,Não Vinculada,Prefeitura Municipal
558,124002,Municipal,P124,Sairé,Câmara Municipal de Sairé,CV,Ativa,35665587000132,Poder Legislativo,PE,Não Vinculada,Câmara Municipal
559,124003,Municipal,P124,Sairé,Fundo Municipal de Saúde de Sairé,FMSS,Ativa,13428757000122,Poder Executivo,PE,Vinculada,Fundo Público
560,125001,Municipal,P125,Salgadinho,Prefeitura Municipal de Salgadinho,PMS,Ativa,11097367000191,Poder Executivo,PE,Não Vinculada,Prefeitura Municipal
561,125002,Municipal,P125,Salgadinho,Câmara Municipal de Salgadinho,CMS,Ativa,12047817000102,Poder Legislativo,PE,Não Vinculada,Câmara Municipal
562,125003,Municipal,P125,Salgadinho,Instituto de Previdência do Município de Salgadinho,FUNPSA,Ativa,05417780000193,Poder Executivo,PE,Vinculada,Autarquia
1462,125004,Municipal,P125,Salgadinho,Fundo Municipal de Saúde Salgadinho,FMS,Ativa,13167387000117,Poder Executivo,PE,Vinculada,Fundo Público
1463,125005,Municipal,P125,Salgadinho,Fundo Municipal de Assisência Social Salgadinho,FMAS,Ativa,01986803000120,Poder Executivo,PE,Vinculada,Fundo Público
563,126001,Municipal,P126,Salgueiro,Prefeitura Municipal de Salgueiro,PMS,Ativa,11361243000171,Poder Executivo,PE,Não Vinculada,Prefeitura Municipal
564,126002,Municipal,P126,Salgueiro,Câmara Municipal de Salgueiro,CMS,Ativa,11351350000119,Poder Legislativo,PE,Não Vinculada,Câmara Municipal
565,126003,Municipal,P126,Salgueiro,Autarquia Educacional de Salgueiro,AEDS,Ativa,11351343000117,Poder Executivo,PE,Não Vinculada,Autarquia
566,126004,Municipal,P126,Salgueiro,Fundo Municipal de Saúde de Salgueiro,FMS,Ativa,10233967000177,Poder Executivo,PE,Vinculada,Fundo Público
567,126005,Municipal,P126,Salgueiro,Fundo de Previdência dos Servidores de Salgueiro,FUNPRESSAL,Ativa,07439828000190,Poder Executivo,PE,Vinculada,Fundo Público
568,126006,Municipal,P126,Salgueiro,Fundo Municipal de Defesa dos Direitos da Criança e Adolescente de Salgueiro,FMDCA,Ativa,03595835000120,Poder Executivo,PE,Vinculada,Fundo Público
569,126007,Municipal,P126,Salgueiro,Fundo Municipal de Assistência Social de Salgueiro,FMAS,Ativa,11361243000171,Poder Executivo,PE,Vinculada,Fundo Público
1599,126010,Municipal,P126,Salgueiro,Consórcio Intermunicipal de Desenvolvimento Sustentável do Sertão Central,CINDESC,Ativa,18463003000127,Poder Executivo,PE,Não Vinculada,Consórcio
570,127001,Municipal,P127,Saloá,Prefeitura Municipal de Saloá,PMS,Ativa,11455714000100,Poder Executivo,PE,Não Vinculada,Prefeitura Municipal
571,127002,Municipal,P127,Saloá,Câmara Municipal de Saloá,,Ativa,11240231000199,Poder Legislativo,PE,Não Vinculada,Câmara Municipal
572,127003,Municipal,P127,Saloá,Fundo de Previdência Municipal de Saloá,SALOÁPREV,Ativa,08370368000153,Poder Executivo,PE,Não Vinculada,Autarquia
1371,127005,Municipal,P127,Saloá,Fundo Municipal de Assistência Social Saloá,FMAS,Ativa,15618001000171,Poder Executivo,PE,Vinculada,Fundo Público
1134,127004,Municipal,P127,Saloá,Fundo Municipal de Saúde de Saloá,FMSS,Ativa,10822750000100,Poder Executivo,PE,Vinculada,Fundo Público
1369,128004,Municipal,P128,Sanharó,Fundo Municipal Assistência Social Sanharó,FMAS,Ativa,12086904000160,Poder Executivo,PE,Vinculada,Fundo Público
573,128001,Municipal,P128,Sanharó,Prefeitura Municipal de Sanharó,,Ativa,11044906000124,Poder Executivo,PE,Não Vinculada,Prefeitura Municipal
574,128002,Municipal,P128,Sanharó,Câmara Municipal de Sanharó,,Ativa,24300238000109,Poder Legislativo,PE,Não Vinculada,Câmara Municipal
575,128003,Municipal,P128,Sanharó,Fundo Municipal de Saúde de Sanharó,FMS,Ativa,10725387000105,Poder Executivo,PE,Vinculada,Fundo Público
576,129001,Municipal,P129,Santa Cruz do Capibaribe,Prefeitura Municipal de Santa Cruz do Capibaribe,PMSCC,Ativa,10091569000163,Poder Executivo,PE,Não Vinculada,Prefeitura Municipal
577,129002,Municipal,P129,Santa Cruz do Capibaribe,Câmara Municipal de Santa Cruz do Capibaribe,,Ativa,11473865000191,Poder Legislativo,PE,Não Vinculada,Câmara Municipal
578,129003,Municipal,P129,Santa Cruz do Capibaribe,Fundo Municipal de Saúde de Santa Cruz do Capibaribe,FMS SCC,Ativa,11196515000125,Poder Executivo,PE,Vinculada,Fundo Público
1186,129004,Municipal,P129,Santa Cruz do Capibaribe,Fundo Municipal dos Direitos da Criança e do Adolescente de Santa Cruz do Capibaribe,FUNDECASCC,Ativa,08086301000191,Poder Executivo,PE,Vinculada,Fundo Público (antigo)
1187,129005,Municipal,P129,Santa Cruz do Capibaribe,Fundo Municipal de Assistência Social de Santa Cruz do Capibaribe,FMASSCC,Ativa,12010299000144,Poder Executivo,PE,Vinculada,Fundo Público
1588,129006,Municipal,P129,Santa Cruz do Capibaribe,Regime Próprio de Previdência Social do Município de Santa Cruz do Capibaribe,SANTA CRUZ PREV,Ativa,21317180000100,Poder Legislativo,PE,Vinculada,Autarquia
1633,130006,Municipal,P130,Santa Maria da Boa Vista,Consorcio Intermunicipal do Submedio São Francisco,COMRIO,Ativa,20596196000136,Poder Executivo,PE,Não Vinculada,Consórcio
1484,130005,Municipal,P130,Santa Maria da Boa Vista,Fundo Municipal de Assistência Social de Santa Maria da Boa Vista,FMAS,Ativa,12078458000142,Poder Executivo,PE,Vinculada,Fundo Público
1092,130004,Municipal,P130,Santa Maria da Boa Vista,Fundo Municipal de Saúde de Santa Maria da Boa Vista,FMS,Ativa,09216627000159,Poder Executivo,PE,Vinculada,Fundo Público
579,130001,Municipal,P130,Santa Maria da Boa Vista,Prefeitura Municipal de Santa Maria da Boa Vista,PMSMBV,Ativa,10358182000120,Poder Executivo,PE,Não Vinculada,Prefeitura Municipal
580,130002,Municipal,P130,Santa Maria da Boa Vista,Câmara Municipal de Santa Maria da Boa Vista,,Ativa,11475696000129,Poder Legislativo,PE,Não Vinculada,Câmara Municipal
581,130003,Municipal,P130,Santa Maria da Boa Vista,Fundo Municipal de Previdência de Santa Maria da Boa Vista,PREVIBOA,Ativa,08360572000193,Poder Executivo,PE,Vinculada,Fundo Público
582,131001,Municipal,P131,Santa Maria do Cambucá,Prefeitura Municipal de Santa Maria do Cambucá,PMSMC,Ativa,11361730000134,Poder Executivo,PE,Não Vinculada,Prefeitura Municipal
583,131002,Municipal,P131,Santa Maria do Cambucá,Câmara Municipal de Santa Maria do Cambucá,CMSMC,Ativa,08985491000189,Poder Legislativo,PE,Não Vinculada,Câmara Municipal
1271,131003,Municipal,P131,Santa Maria do Cambucá,Fundo Municipal de Saúde de Santa Maria do Cambucá,FMSSMC,Ativa,11425822000130,Poder Executivo,PE,Vinculada,Fundo Público
1177,132005,Municipal,P132,Santa Terezinha,Fundo Municipal de Assistência Social de Santa Terezinha,FMAS,Ativa,12071101000132,Poder Executivo,PE,Não Vinculada,Fundo Público
1378,132006,Municipal,P132,Santa Terezinha,Fundo Municipal de Defesa dos Direitos da Criança e do Adolescente de Santa Terezinha,FMDDCA,Ativa,14660053000143,Poder Executivo,PE,Vinculada,Fundo Público
1064,132004,Municipal,P132,Santa Terezinha,Fundo Municipal de Saúde de Santa Terezinha,FMST,Ativa,12071117000145,Poder Executivo,PE,Vinculada,Fundo Público
584,132001,Municipal,P132,Santa Terezinha,Prefeitura Municipal de Santa Terezinha,PMST,Ativa,11358140000152,Poder Executivo,PE,Não Vinculada,Prefeitura Municipal
585,132002,Municipal,P132,Santa Terezinha,Câmara Municipal de Santa Terezinha,CMST,Ativa,35664739000182,Poder Legislativo,PE,Não Vinculada,Câmara Municipal
586,132003,Municipal,P132,Santa Terezinha,Instituto de Previdência Social do Município de Santa Terezinha,IPPS,Ativa,06302674000127,Poder Executivo,PE,Não Vinculada,Autarquia
587,133001,Municipal,P133,São Benedito do Sul,Prefeitura Municipal de São Benedito do Sul,PM,Ativa,10145803000198,Poder Executivo,PE,Não Vinculada,Prefeitura Municipal
588,133002,Municipal,P133,São Benedito do Sul,Câmara Municipal de São Benedito do Sul,CMSBS,Ativa,11530607000108,Poder Legislativo,PE,Não Vinculada,Câmara Municipal
589,133003,Municipal,P133,São Benedito do Sul,Instituto de Previdência dos Servidores Municipais de São Benedito do Sul,IPSESB,Ativa,08034664000183,Poder Executivo,PE,Não Vinculada,Autarquia
590,133004,Municipal,P133,São Benedito do Sul,Fundo Municipal de Assistência Social de São Benedito do Sul,FMAS,Ativa,13121999000179,Poder Executivo,PE,Vinculada,Fundo Público
1084,133005,Municipal,P133,São Benedito do Sul,Fundo Municipal de Saúde de São Benedito do Sul,FMS,Ativa,10785318000189,Poder Executivo,PE,Vinculada,Fundo Público
1185,134006,Municipal,P134,São Bento do Una,Fundo Municipal de Assistência Social de São Bento do Una,FMASSBU,Ativa,12609678000155,Poder Executivo,PE,Vinculada,Fundo Público
591,134001,Municipal,P134,São Bento do Una,Prefeitura Municipal de São Bento do Una,PMSBU,Ativa,10091577000100,Poder Executivo,PE,Não Vinculada,Prefeitura Municipal
592,134002,Municipal,P134,São Bento do Una,Câmara Municipal de São Bento do Una,,Ativa,11474202000191,Poder Legislativo,PE,Não Vinculada,Câmara Municipal
593,134003,Municipal,P134,São Bento do Una,Instituto de Previdência dos Servidores Públicos de São Bento do Una,PREVUNA,Ativa,05353839000127,Poder Executivo,PE,Não Vinculada,Autarquia
594,134004,Municipal,P134,São Bento do Una,Fundo Municipal de Saúde de São Bento do Una,FMS,Ativa,08960773000121,Poder Executivo,PE,Vinculada,Fundo Público
595,134005,Municipal,P134,São Bento do Una,Fundo Municipal de Defesa dos Direitos da Criança e Adolescente de São Bento do Una,,Ativa,01350635000181,Poder Executivo,PE,Vinculada,Fundo Público
596,135001,Municipal,P135,São Caetano,Prefeitura Municipal de São Caetano,PMSC,Ativa,10091585000156,Poder Executivo,PE,Não Vinculada,Prefeitura Municipal
597,135002,Municipal,P135,São Caetano,Câmara Municipal de São Caetano,,Ativa,08861791000156,Poder Legislativo,PE,Não Vinculada,Câmara Municipal
598,135003,Municipal,P135,São Caetano,Fundo Municipal de Saúde de São Caetano,FMS,Ativa,10091585000156,Poder Executivo,PE,Vinculada,Fundo Público
599,135004,Municipal,P135,São Caetano,Fundo Municipal de Assistência Social de São Caetano,FMAS,Ativa,10091585000156,Poder Executivo,PE,Vinculada,Fundo Público
1535,135005,Municipal,P135,São Caetano,Fundo Municipal de Defesa dos Direitos da Criança e do Adolescente de São Caetano,FMDCA,Ativa,18213635000132,Poder Executivo,PE,Vinculada,Fundo Público
1358,136007,Municipal,P136,São João,Fundo Municipal da Criança e do Adolescente São João,FMCA,Ativa,05686996000154,Poder Executivo,PE,Vinculada,Fundo Público
1098,136006,Municipal,P136,São João,Fundo Municipal de Assistência Social de São João,FMAS,Ativa,05724550000177,Poder Executivo,PE,Vinculada,Fundo Público
600,136001,Municipal,P136,São João,Prefeitura Municipal de São João,PMSJ,Ativa,10146371000130,Poder Executivo,PE,Não Vinculada,Prefeitura Municipal
601,136002,Municipal,P136,São João,Câmara Municipal de São João,CMSJ,Ativa,11240207000150,Poder Legislativo,PE,Não Vinculada,Câmara Municipal
602,136003,Municipal,P136,São João,Instituto de Previdência do Município de São João,IPREVIS,Ativa,03547768000178,Poder Executivo,PE,Vinculada,Autarquia
603,136004,Municipal,P136,São João,Fundo Municipal de Saúde de São João,FMSSJ,Ativa,03061099000120,Poder Executivo,PE,Vinculada,Fundo Público
604,136005,Municipal,P136,São João,Fundo Previdenciário do Município de São João,,Extinta - Desativada,03547768000178,Poder Executivo,PE,Vinculada,Fundo Público (antigo)
605,137001,Municipal,P137,São Joaquim do Monte,Prefeitura Municipal de São Joaquim do Monte,PMSJM,Ativa,10122661000143,Poder Executivo,PE,Não Vinculada,Prefeitura Municipal
606,137002,Municipal,P137,São Joaquim do Monte,Câmara Municipal de São Joaquim do Monte,,Ativa,11473238000150,Poder Legislativo,PE,Não Vinculada,Câmara Municipal
607,137003,Municipal,P137,São Joaquim do Monte,Fundo Municipal de Saúde de São Joaquim do Monte,FMSJM,Ativa,10476556000102,Poder Executivo,PE,Vinculada,Fundo Público
1184,137004,Municipal,P137,São Joaquim do Monte,Fundo Municipal de Assistência Social de São Joaquim do Monte,FMASSJM,Ativa,10122661000143,Poder Executivo,PE,Vinculada,Fundo Público
608,138001,Municipal,P138,São José da Coroa Grande,Prefeitura Municipal de São José da Coroa Grande,PMSJCG,Ativa,10111631000131,Poder Executivo,PE,Não Vinculada,Prefeitura Municipal
609,138002,Municipal,P138,São José da Coroa Grande,Câmara Municipal de São José da Coroa Grande,CMV,Ativa,08114092000142,Poder Legislativo,PE,Não Vinculada,Câmara Municipal
610,138003,Municipal,P138,São José da Coroa Grande,Fundo Previdenciário do Município de São José da Coroa Grande,CORPREV,Ativa,07730726000129,Poder Executivo,PE,Vinculada,Fundo Público
1614,138004,Municipal,P138,São José da Coroa Grande,Fundo Municipal de Assistencia Social de São Jose da Coroa Grande,FMAS,Ativa,15260930000151,Poder Executivo,PE,Vinculada,Fundo Público
1615,138005,Municipal,P138,São José da Coroa Grande,Fundo Municipal de Saude de Sao Jose da Coroa Grande,FMS,Ativa,13661399000101,Poder Executivo,PE,Vinculada,Fundo Público
611,139001,Municipal,P139,São José do Belmonte,Prefeitura Municipal de São José do Belmonte,PMSJB,Ativa,10280055000156,Poder Executivo,PE,Não Vinculada,Prefeitura Municipal
612,139002,Municipal,P139,São José do Belmonte,Câmara Municipal de São José do Belmonte,CMSJB,Ativa,35445824000150,Poder Legislativo,PE,Não Vinculada,Câmara Municipal
613,139003,Municipal,P139,São José do Belmonte,Fundo de Previdência de São José do Belmonte,FUNPREMONT,Ativa,04979711000100,Poder Executivo,PE,Vinculada,Fundo Público
1057,139004,Municipal,P139,São José do Belmonte,Fundo Municipal de Saúde de São José do Belmonte,,Ativa,11238483000183,Poder Executivo,PE,Vinculada,Fundo Público
614,140001,Municipal,P140,São José do Egito,Prefeitura Municipal de São José do Egito,PMSJE,Ativa,11354180000126,Poder Executivo,PE,Não Vinculada,Prefeitura Municipal
615,140002,Municipal,P140,São José do Egito,Câmara Municipal de São José do Egito,CMSJE,Ativa,11463205000120,Poder Legislativo,PE,Não Vinculada,Câmara Municipal
616,140003,Municipal,P140,São José do Egito,Fundo Municipal de Saúde de São José do Egito,,Ativa,11503081000169,Poder Executivo,PE,Vinculada,Fundo Público
617,140004,Municipal,P140,São José do Egito,Fundo Previdenciário do Município de São José do Egito,FUNPRESJE,Ativa,04902032000133,Poder Executivo,PE,Vinculada,Fundo Público
618,141001,Municipal,P141,São Lourenço da Mata,Prefeitura Municipal de São Lourenço da Mata,PM,Ativa,11251832000105,Poder Executivo,PE,Não Vinculada,Prefeitura Municipal
619,141002,Municipal,P141,São Lourenço da Mata,Câmara Municipal de São Lourenço da Mata,CM,Ativa,11480878000198,Poder Legislativo,PE,Não Vinculada,Câmara Municipal
620,141003,Municipal,P141,São Lourenço da Mata,Fundação Municipal de Saúde de São Lourenço da Mata,FUNSAUDE,Extinta - Desativada,41090101000188,Poder Executivo,PE,Não Vinculada,Fundação Pública
621,141004,Municipal,P141,São Lourenço da Mata,Fundação de Desenvolvimento de São Lourenço da Mata,FUNDESA,Extinta - Desativada,11251832000105,Poder Executivo,PE,Não Vinculada,Fundação Pública
622,141005,Municipal,P141,São Lourenço da Mata,Fundo Previdenciário do Município de São Lourenço da Mata,SÃO LOURENÇO PREV,Ativa,08474135000109,Poder Executivo,PE,Vinculada,Fundo Público
1307,141006,Municipal,P141,São Lourenço da Mata,Fundo Mun. de Saúde de São Lourenço da Mata,,Ativa,12257765000190,Poder Executivo,PE,Vinculada,Fundo Público (antigo)
1251,142005,Municipal,P142,São Vicente Ferrer,Instituto de Previdência dos Servidores Municipais de São Vicente Férrer,IPSESVF,Ativa,06265282000135,Poder Executivo,PE,Vinculada,Autarquia
1131,142004,Municipal,P142,São Vicente Ferrer,Fundo Municipal de Saúde de São Vicente Férrer,FMSSVF,Ativa,11490142000109,Poder Executivo,PE,Vinculada,Fundo Público
623,142001,Municipal,P142,São Vicente Ferrer,Prefeitura Municipal de São Vicente Férrer,PMSVF,Ativa,11361896000150,Poder Executivo,PE,Não Vinculada,Prefeitura Municipal
624,142002,Municipal,P142,São Vicente Ferrer,Câmara Municipal de São Vicente Férrer,CMSVF,Ativa,41053612000120,Poder Legislativo,PE,Não Vinculada,Câmara Municipal
625,142003,Municipal,P142,São Vicente Ferrer,Fundo Previdenciário de São Vicente Férrer,FUNPRESVF,Extinta - Transformada,99999999999962,Poder Executivo,PE,Vinculada,Fundo Público (antigo)
1600,142006,Municipal,P142,São Vicente Ferrer,Fundo Municipal de Assistência Social de São Vicente Férrer,FMAS-SVF,Ativa,12237565000176,Poder Executivo,PE,Vinculada,Fundo Público
626,143001,Municipal,P143,Serra Talhada,Prefeitura Municipal de Serra Talhada,PMST,Ativa,10282945000105,Poder Executivo,PE,Não Vinculada,Prefeitura Municipal
627,143002,Municipal,P143,Serra Talhada,Câmara Municipal de Serra Talhada,CVST,Ativa,11407160000176,Poder Legislativo,PE,Não Vinculada,Câmara Municipal
628,143003,Municipal,P143,Serra Talhada,Instituto de Previdência Própria dos Servidores Públicos do Município de Serra Talhada,IPMST,Ativa,05115318000131,Poder Executivo,PE,Não Vinculada,Autarquia
629,143004,Municipal,P143,Serra Talhada,Autarquia Educacional de Serra Talhada,AESET,Ativa,11115011000133,Poder Executivo,PE,Não Vinculada,Autarquia
630,143005,Municipal,P143,Serra Talhada,Fundo Municipal de Saúde de Serra Talhada,FMS,Ativa,10685971000176,Poder Executivo,PE,Vinculada,Fundo Público
1150,143006,Municipal,P143,Serra Talhada,Fundo Municipal de Assistência Social de Serra Talhada,FMAS,Ativa,02020143000190,Poder Executivo,PE,Vinculada,Fundo Público
1312,143007,Municipal,P143,Serra Talhada,Fundo Municipal de Educação de Serra Talhada,FME,Ativa,14788766000197,Poder Executivo,PE,Vinculada,Fundo Público
1357,143008,Municipal,P143,Serra Talhada,Fundo Minicipal dos Direitos da Criança e do Adolescente de Serra Talhada,FUNDICAST,Ativa,04073744000197,Poder Executivo,PE,Vinculada,Fundo Público
1524,143009,Municipal,P143,Serra Talhada,Fundo Municipal dos Direitos do Idoso de Serra Talhada,FMDI,Ativa,17783306000164,Poder Executivo,PE,Vinculada,Fundo Público
1533,144006,Municipal,P144,Serrita,Fundo Desenvolvimento Municipal de Serrita,FDM,Ativa,18089518000109,Poder Executivo,PE,Vinculada,Fundo Público
1340,144004,Municipal,P144,Serrita,Fundo Municipal de Saude Serrita,FMS,Ativa,11206759000141,Poder Executivo,PE,Vinculada,Fundo Público
1341,144005,Municipal,P144,Serrita,Fundo Municipal de Assistência Social Serrita,FMAS,Ativa,14621681000110,Poder Executivo,PE,Vinculada,Fundo Público
631,144001,Municipal,P144,Serrita,Prefeitura Municipal de Serrita,PMS,Ativa,11361250000173,Poder Executivo,PE,Não Vinculada,Prefeitura Municipal
632,144002,Municipal,P144,Serrita,Câmara Municipal de Serrita,CMVS,Ativa,08866683000176,Poder Legislativo,PE,Não Vinculada,Câmara Municipal
633,144003,Municipal,P144,Serrita,Fundo Previdenciário do Município de Serrita,FUNPRESE,Ativa,04767440000120,Poder Executivo,PE,Vinculada,Fundo Público
634,145001,Municipal,P145,Sertânia,Prefeitura Municipal de Sertânia,PMS,Ativa,11358116000113,Poder Executivo,PE,Não Vinculada,Prefeitura Municipal
635,145002,Municipal,P145,Sertânia,Câmara Municipal de Sertânia,,Ativa,11463247000160,Poder Legislativo,PE,Não Vinculada,Câmara Municipal
636,145003,Municipal,P145,Sertânia,Instituto de Previdência dos Servidores Municipais de Sertânia,IPSESE,Ativa,06338513000193,Poder Executivo,PE,Não Vinculada,Autarquia
1376,145007,Municipal,P145,Sertânia,Fundo Municipal de Assistência Social de Sertânia,FMAS,Ativa,12126622000140,Poder Executivo,PE,Vinculada,Fundo Público
1081,145005,Municipal,P145,Sertânia,Fundo Municipal de Saúde de Sertânia,FMS,Ativa,10373890000130,Poder Executivo,PE,Vinculada,Fundo Público
1094,145006,Municipal,P145,Sertânia,Centro de Excelência Em Derivados de Carne e Leite de Caprinos e Ovinos de Sertânia,CEDOCA,Ativa,07613921000179,Poder Executivo,PE,Não Vinculada,Autarquia
1133,146003,Municipal,P146,Sirinhaém,Fundo Municipal de Saúde do Sirinhaém,FMS,Ativa,11356210000133,Poder Executivo,PE,Vinculada,Fundo Público
638,146001,Municipal,P146,Sirinhaém,Prefeitura Municipal de Sirinhaém,PMS,Ativa,10292209000120,Poder Executivo,PE,Não Vinculada,Prefeitura Municipal
639,146002,Municipal,P146,Sirinhaém,Câmara Municipal de Sirinhaém,,Ativa,11511649000193,Poder Legislativo,PE,Não Vinculada,Câmara Municipal
1675,146004,Municipal,P146,Sirinhaém,Fundo Municipal de Assitencia Social de Sirinhaém,FMAS,Ativa,15359437000193,Poder Executivo,PE,Vinculada,Fundo Público
640,147001,Municipal,P147,Moreilândia,Prefeitura Municipal de Moreilândia,,Ativa,11361227000189,Poder Executivo,PE,Não Vinculada,Prefeitura Municipal
641,147002,Municipal,P147,Moreilândia,Câmara Municipal de Moreilândia,CMM,Ativa,11412301000149,Poder Legislativo,PE,Não Vinculada,Câmara Municipal
642,147003,Municipal,P147,Moreilândia,Fundo Municipal de Saúde de Moreilândia,,Ativa,02302028000109,Poder Executivo,PE,Vinculada,Fundo Público
643,147004,Municipal,P147,Moreilândia,Fundo Municipal de Previdência de Moreilândia,FUNPREMO,Ativa,05242899000172,Poder Executivo,PE,Vinculada,Fundo Público
644,147005,Municipal,P147,Moreilândia,Fundo Municipal de Defesa dos Direitos da Criança e do Adolescente de Moreilândia,,Ativa,02337266000150,Poder Executivo,PE,Vinculada,Fundo Público
645,147006,Municipal,P147,Moreilândia,Fundo Municipal de Assistência Social de Moreilândia,,Ativa,12052682000165,Poder Executivo,PE,Vinculada,Fundo Público
646,148001,Municipal,P148,Solidão,Prefeitura Municipal de Solidão,PMS,Ativa,10348050000118,Poder Executivo,PE,Não Vinculada,Prefeitura Municipal
647,148002,Municipal,P148,Solidão,Câmara Municipal de Solidão,CMS,Ativa,24300212000152,Poder Legislativo,PE,Não Vinculada,Câmara Municipal
648,148003,Municipal,P148,Solidão,Fundo Previdenciário do Município de Solidão,FUNPRESOL,Ativa,04524700000136,Poder Executivo,PE,Vinculada,Fundo Público
1053,148004,Municipal,P148,Solidão,Fundo Municipal de Saúde Solidão,FMSS,Ativa,11292383000135,Poder Executivo,PE,Vinculada,Fundo Público
1555,148005,Municipal,P148,Solidão,Fundo Municipal de Assistencia Social Solidão,FMAS,Ativa,15355567000158,Poder Executivo,PE,Vinculada,Fundo Público
649,149001,Municipal,P149,Surubim,Prefeitura Municipal de Surubim,PMS,Ativa,11361862000166,Poder Executivo,PE,Não Vinculada,Prefeitura Municipal
650,149002,Municipal,P149,Surubim,Câmara Municipal de Surubim,CMS,Ativa,08783078000131,Poder Legislativo,PE,Não Vinculada,Câmara Municipal
651,149003,Municipal,P149,Surubim,Fundo Municipal de Saúde de Surubim,FMS,Ativa,11361862000166,Poder Executivo,PE,Vinculada,Fundo Público
652,149004,Municipal,P149,Surubim,Fundo Municipal de Assistência Social de Surubim,FMAS,Ativa,11361862000166,Poder Executivo,PE,Vinculada,Fundo Público
653,150001,Municipal,P150,Tabira,Prefeitura Municipal de Tabira,PMT,Ativa,10349041000141,Poder Executivo,PE,Não Vinculada,Prefeitura Municipal
654,150002,Municipal,P150,Tabira,Câmara Municipal de Tabira,CMT,Ativa,11463213000176,Poder Legislativo,PE,Não Vinculada,Câmara Municipal
1068,150003,Municipal,P150,Tabira,Fundo Municipal de Saúde de Tabira,FMS,Ativa,10687065000100,Poder Executivo,PE,Vinculada,Fundo Público
655,151001,Municipal,P151,Tacaimbó,Prefeitura Municipal de Tacaimbó,PMT,Ativa,10091601000100,Poder Executivo,PE,Não Vinculada,Prefeitura Municipal
656,151002,Municipal,P151,Tacaimbó,Câmara Municipal de Tacaimbó,CMT,Ativa,12661518000155,Poder Legislativo,PE,Não Vinculada,Câmara Municipal
657,151003,Municipal,P151,Tacaimbó,Fundo Municipal de Saúde de Tacaimbó,FMS,Ativa,11844178000135,Poder Executivo,PE,Vinculada,Fundo Público
658,151004,Municipal,P151,Tacaimbó,Fundo Municipal de Educação de Tacaimbó,FME,Ativa,10091601000100,Poder Executivo,PE,Vinculada,Fundo Público
659,151005,Municipal,P151,Tacaimbó,Fundo Municipal de Assistência Social de Tacaimbó,FMAS,Ativa,13132152000190,Poder Executivo,PE,Vinculada,Fundo Público
660,152001,Municipal,P152,Tacaratu,Prefeitura Municipal de Tacaratu,PMT,Ativa,10106243000162,Poder Executivo,PE,Não Vinculada,Prefeitura Municipal
661,152002,Municipal,P152,Tacaratu,Câmara Municipal de Tacaratu,CMT,Ativa,11411832000117,Poder Legislativo,PE,Não Vinculada,Câmara Municipal
662,152003,Municipal,P152,Tacaratu,Fundo Municipal de Saúde de Tacaratu,FMS,Ativa,09188937000107,Poder Executivo,PE,Vinculada,Fundo Público
